Date,Open,High,Low,Close,Volume
2019-07-15,301.13,301.13,300.19,300.75,33910261
2019-07-16,300.65,300.88,299.44,299.71,40567964
2019-07-17,299.75,299.93,297.74,297.74,44102443
2019-07-18,297.19,299.25,296.7,298.83,51701687
2019-07-19,300.04,300.07,296.96,297.17,71081238
2019-07-22,297.61,298.5,297.04,297.9,43687404
2019-07-23,299.14,300.03,298.22,300.03,44657973
2019-07-24,299.19,301.44,299.09,301.44,47213232
2019-07-25,300.94,301,299.11,300,55394092
2019-07-26,300.76,302.23,300.62,302.01,45084077
2019-07-29,301.88,301.93,300.85,301.46,38126462
2019-07-30,299.91,301.17,299.49,300.72,45849045
2019-07-31,300.99,301.2,295.2,297.43,104245162
2019-08-01,297.6,300.87,293.96,294.84,142646576
2019-08-02,293.85,294.12,290.9,292.62,116749695
2019-08-05,288.09,288.21,281.72,283.82,178745449
2019-08-06,285.91,288.04,284.28,287.8,120711682
2019-08-07,284.4,288.82,282.04,287.97,140572265
2019-08-08,289.62,293.62,289.01,293.62,87713904
2019-08-09,292.58,293.24,289.65,291.62,93729958
2019-08-12,289.96,291.61,287.02,288.07,65527630
2019-08-13,287.74,294.15,287.36,292.55,94792972
2019-08-14,288.07,292.46,283.76,283.9,135622053
2019-08-15,284.88,285.64,282.39,284.65,101929845
2019-08-16,286.48,289.33,284.71,288.85,85825286
2019-08-19,292.19,293.08,291.44,292.33,53640153
2019-08-20,291.77,292.36,289.95,290.09,51652752
2019-08-21,292.48,292.86,291.72,292.45,49723430
2019-08-22,293.23,293.93,290.4,292.36,51739292
2019-08-23,290.92,292.76,283.47,284.85,149318151
2019-08-26,287.27,288,285.58,288,72620598
2019-08-27,289.54,289.95,286.03,286.87,68262998
2019-08-28,286.14,289.07,285.25,288.89,59852324
2019-08-29,291.72,293.16,290.61,292.58,57998913
2019-08-30,294.22,294.24,291.42,292.45,62961780
2019-09-03,290.57,291.58,289.27,290.74,69231875
2019-09-04,293.14,294.06,292.31,294.04,47003957
2019-09-05,296.79,298.83,294,297.82,83356779
2019-09-06,298.17,298.76,297.42,298.05,49584290
2019-09-09,299.14,299.24,297.16,298.2,51260290
2019-09-10,297.36,298.2,295.97,298.13,57947101
2019-09-11,298.47,300.34,297.75,300.25,68821066
2019-09-12,301.25,302.46,300.41,301.29,72908745
2019-09-13,301.78,302.17,300.68,301.09,62104838
