Date,Open,High,Low,Close,Volume
2019-07-15,133.18,133.53,132.81,133.53,4026583
2019-07-16,133.18,133.3,132.13,132.4,7965981
2019-07-17,133,134.6,132.89,134.58,11288279
2019-07-18,133.83,136.63,133.61,136.48,18466488
2019-07-19,135.45,136.03,133.97,134.47,18079195
2019-07-22,134.56,134.82,134.32,134.45,7570898
2019-07-23,134.43,134.95,133.56,133.69,9981379
2019-07-24,134.59,134.84,133.98,134.37,6715167
2019-07-25,134.24,134.28,133.09,133.42,11708240
2019-07-26,134.24,134.29,133.59,133.64,6249928
2019-07-29,134.06,134.73,133.44,134.53,9162417
2019-07-30,134.76,135.18,134.41,134.98,9458733
2019-07-31,135.03,135.42,133.02,133.21,18797199
2019-08-01,132.42,136.43,132.31,136.41,27719822
2019-08-02,135.39,136.6,135.37,135.89,13753222
2019-08-05,137.93,138.64,137.05,137.79,17519817
2019-08-06,138.33,139.03,138,138.91,9471209
2019-08-07,141.28,142.47,140.88,141.02,26671092
2019-08-08,140.9,142.37,140.71,141.73,13108554
2019-08-09,141.28,142.03,140.96,141.26,9485912
2019-08-12,141.67,143.38,141.64,142.63,14863804
2019-08-13,143.17,143.28,139.35,141.78,29930394
2019-08-14,142.9,143.75,142.05,142.75,20672858
2019-08-15,142.96,144.02,142.61,143.7,13501099
2019-08-16,142.75,143.13,141.8,142.78,12184492
2019-08-19,141.33,141.79,140.85,141.11,10558366
2019-08-20,141.77,142.25,141.6,142.21,7479375
2019-08-21,141.62,142.17,141.46,141.76,8118733
2019-08-22,141.39,141.9,141.17,141.4,6847647
2019-08-23,141.84,144.33,141.64,144.17,20290539
2019-08-26,144.35,144.97,143.91,144.19,12200810
2019-08-27,144.3,145.68,144.27,145.57,12857588
2019-08-28,145.39,145.68,144.64,145.16,11454605
2019-08-29,145.4,145.49,143.28,144.12,14764572
2019-08-30,143.84,144.88,143.02,143.75,9642584
2019-09-03,144.96,146.13,144.74,145.75,15621873
2019-09-04,145.54,146.82,145.5,146.66,11292000
2019-09-05,144.98,145.01,142,143.14,20297877
2019-09-06,143.64,144.06,141.86,141.92,14175216
2019-09-09,142.37,142.46,141.18,141.39,11323819
2019-09-10,141.23,141.53,140.16,140.18,12629208
2019-09-11,140.34,141.26,140.28,141.03,7453049
2019-09-12,142.68,143.1,141.11,141.32,12673707
2019-09-13,141.73,141.99,140.06,140.15,13451701
2019-09-16,141.6,142.05,141.02,141.32,8094567
2019-09-17,141.82,142.11,141.22,141.6,7046430
2019-09-18,141.93,142.53,139.81,140.71,15071647
2019-09-19,141.57,141.74,141.09,141.28,8062589
2019-09-20,141.61,143.03,141.46,142.95,12276521
2019-09-23,143.22,143.94,143.07,143.75,9036267
2019-09-24,143.21,144.77,142.88,144.51,10620690
2019-09-25,144.08,144.29,141.44,141.83,11997855
2019-09-26,142.19,142.57,141.56,141.79,8803139
2019-09-27,140.35,141.68,140.16,141.06,9665953
2019-09-30,139.77,140.21,138.03,138.87,15530068
2019-10-01,138.07,140.19,137.8,139.63,12502406
2019-10-02,140.79,141.88,140.46,141.26,11944623
2019-10-03,141.36,143.25,141.29,141.9,12407863
2019-10-04,141.48,142.31,141.14,141.9,9689966
2019-10-07,141.16,141.77,140.24,140.69,6162696
2019-10-08,142.03,142.29,141.17,141.92,10485490
2019-10-09,142.16,142.58,141.62,142.05,7052811
2019-10-10,141.59,141.66,140.58,140.81,9331584
2019-10-11,139.97,140.19,138.91,140.03,11425535
2019-10-14,140.45,140.82,140.34,140.59,4009169
2019-10-15,140.27,140.3,139.21,139.61,9131732
2019-10-16,140.14,140.53,139.7,140.41,10363893
2019-10-17,140.5,141.12,140.42,140.61,6224288
2019-10-18,140.5,140.71,140.32,140.46,6416213
2019-10-21,140.72,140.76,139.6,139.79,8314307
2019-10-22,140.13,140.3,139.72,140.2,3885045
2019-10-23,140.59,141,140.5,140.53,4160001
2019-10-24,141.02,141.74,140.93,141.53,6275566
2019-10-25,142.79,142.83,141.4,141.86,6011459
2019-10-28,141.25,141.25,140.4,140.64,5442028
2019-10-29,140,140.63,139.78,140.25,3835427
2019-10-30,140.54,141.04,139.55,141.02,6992869
2019-10-31,141.98,142.69,141.89,142.43,7050926
2019-11-01,142.21,142.9,142.01,142.56,8089975
2019-11-04,142.26,142.45,141.74,142.15,4740282
2019-11-05,140.65,140.89,139.38,139.85,11782250
2019-11-06,140.12,140.79,140,140.45,6416469
2019-11-07,140.11,140.2,137.6,138.27,15214223
2019-11-08,137.73,138.33,137.39,137.39,10378201
2019-11-11,137.61,137.79,136.44,137.06,7038053
2019-11-12,137.03,137.59,136.19,137.43,6451809
2019-11-13,137.8,138.22,137.64,137.98,8809752
2019-11-14,138.39,138.94,137.87,138.56,5220927
2019-11-15,138.03,138.42,137.97,138.21,10106940
2019-11-18,138.44,138.85,138.3,138.62,5722188
2019-11-19,138.13,138.97,138.13,138.69,4825641
2019-11-20,138.53,139,138.1,138.76,6894534
2019-11-21,138.39,138.56,137.77,138,4197208
2019-11-22,138.37,138.46,137.66,137.74,3620534
2019-11-25,137.32,137.62,136.99,137.08,6418042
2019-11-26,136.98,137.8,136.58,137.74,4725594
2019-11-27,137.03,137.21,136.83,137.01,4113152
2019-11-29,137.1,138.13,137.08,137.86,4516421
2019-12-02,137.32,138.09,137.3,137.79,8278535
2019-12-03,139.04,139.57,138.97,139.11,8502989
2019-12-04,139.16,139.16,138.59,138.92,6326512
2019-12-05,138.8,139.45,138.79,139,5674471
2019-12-06,137.76,137.83,137.4,137.62,8748968
2019-12-09,137.8,137.81,137.45,137.58,2814342
2019-12-10,138.25,138.33,137.74,137.97,3241771
2019-12-11,138.2,139.3,138.12,138.92,6117701
2019-12-12,139.78,139.85,137.88,138.43,8816618
2019-12-13,138.52,139.21,137.98,139.05,6979801
2019-12-16,139.2,139.39,138.8,139.04,4647211
2019-12-17,139.02,139.3,138.85,139.01,4288118
2019-12-18,138.86,139.25,138.81,139.02,3608069
2019-12-19,139.04,139.55,138.87,139.38,4975164
2019-12-20,139.37,139.52,138.98,139.52,4481503
2019-12-23,139.53,139.96,139.53,139.95,5182388
2019-12-24,140.44,141.33,140.43,141.27,5303698
2019-12-26,142.06,142.47,141.91,142.38,8343019
2019-12-27,142.26,142.73,142.17,142.33,5120441
2019-12-30,142.56,142.8,142.46,142.63,4812117
2019-12-31,143.31,143.6,142.8,142.9,5314467
2020-01-02,143.86,144.21,143.4,143.95,7736828
2020-01-03,145.75,146.32,145.4,145.86,12285501
2020-01-06,148.44,148.48,146.95,147.39,14409912
2020-01-07,147.57,148.14,147.43,147.97,8401088
2020-01-08,148.49,148.61,146.14,146.86,22276323
2020-01-09,146.07,146.41,145.44,146.03,10304334
2020-01-10,146.22,146.99,146.17,146.91,6183992
2020-01-13,146.35,146.38,145.78,145.82,7603649
2020-01-14,145.42,145.81,145.08,145.69,6607124
2020-01-15,146.21,146.73,145.82,146.54,6510029
2020-01-16,146.27,146.47,145.75,146.31,6069101
2020-01-17,146.51,146.99,146.31,146.58,11121140
2020-01-21,145.77,146.86,145.55,146.74,6086149
2020-01-22,146.68,146.81,146.38,146.79,4778186
2020-01-23,147,147.62,146.62,147.12,8419778
2020-01-24,146.9,148.38,146.89,147.98,9919871
2020-01-27,149.24,149.32,148.46,148.99,9988069
2020-01-28,148.36,148.56,147.53,147.66,7543088
2020-01-29,147.7,148.56,147.61,148.46,5023827
2020-01-30,148.69,149.31,148.01,148.47,9119545
2020-01-31,148.88,149.68,148.81,149.33,14788263
2020-02-03,148.66,148.78,147.68,148.36,9115075
2020-02-04,146.97,147.03,145.8,146.43,10525585
2020-02-05,146.38,146.81,146.16,146.61,6160661
2020-02-06,147.28,147.63,147,147.4,4819778
2020-02-07,147.83,148.18,147.34,147.79,6379311
2020-02-10,148.21,148.45,147.91,148.17,5793599
2020-02-11,148.03,148.16,147.01,147.66,5179392
2020-02-12,147.42,147.81,147.16,147.54,5040584
2020-02-13,148.24,148.58,147.95,148.38,7082098
2020-02-14,148.74,149.13,148.63,149,5345393
2020-02-18,149.88,151.09,149.47,150.91,11527580
2020-02-19,151,151.82,150.81,151.79,9269784
2020-02-20,152,152.83,151.95,152.41,8457348
2020-02-21,154.43,155.22,154.18,154.7,16353292
2020-02-24,158.5,158.53,155.36,156.09,27170954
2020-02-25,155.12,156.08,152.91,153.3,28091497
2020-02-26,153.82,155.28,152.9,153.97,17983155
2020-02-27,155.58,156.27,153.9,154,27878524
2020-02-28,152.71,152.77,147.05,148.38,42707124
2020-03-02,150,150.73,149.04,149.2,16295360
2020-03-03,150.84,155.24,150.74,153.89,28687689
2020-03-04,154.4,154.96,153.7,154.16,12315472
2020-03-05,156.06,157.62,155.72,157.49,17973475
2020-03-06,158.33,159.25,154.54,157.55,26973448
2020-03-09,158.6,159.37,156.33,157.81,24868674
2020-03-10,156.18,156.41,154.39,154.48,18811547
2020-03-11,156.25,156.5,153.61,153.93,18353302
2020-03-12,151.53,151.55,146.85,147.79,32893430
2020-03-13,149.42,149.6,141.58,143.28,35177244
2020-03-16,137.56,142.96,136.12,141.64,24495962
2020-03-17,140.18,146.2,139.93,143.56,24490276
2020-03-18,141.75,142.88,138.5,140.7,21953448
2020-03-19,139.08,140.5,137.85,138.04,20828884
2020-03-20,140.71,141.17,139.14,140.11,20056048
2020-03-23,142.68,146.93,142.28,146.3,28275212
2020-03-24,153.5,155.66,152.05,153.4,20743472
2020-03-25,152.58,152.88,151.01,151.3,16457183
2020-03-26,153.31,154.81,152.08,153.24,12778236
2020-03-27,153,153.55,152,152.25,9824572
2020-03-30,152.41,153.08,151.57,152.92,12080881
2020-03-31,151.36,151.8,147.97,148.05,13319495
2020-04-01,148.2,150.08,147.85,149.45,11827400
2020-04-02,151.2,152.5,150.7,151.9,9188303
2020-04-03,152.23,153.09,151.66,152.65,8469099
2020-04-06,154.16,157.22,153.96,156.88,14739272
2020-04-07,155.33,156.14,154.38,156.04,9195370
2020-04-08,155.91,155.94,154.59,154.65,7600804
2020-04-09,158.08,159.08,157.21,158.69,18123039
2020-04-13,159.17,162.38,158.62,161.41,20549213
2020-04-14,162.73,164.42,161.78,162.68,17095086
2020-04-15,161.8,162.54,160.81,161.85,12141890
2020-04-16,161.88,163.15,160.65,161.71,9233164
2020-04-17,159.72,160.07,158.12,158.57,14652737
2020-04-20,158.62,160.22,158.46,159.7,10688689
2020-04-21,157.6,159.21,157.04,158.61,12478080
2020-04-22,160.5,161.74,160.42,161.73,12937093
2020-04-23,162.39,163.6,161.84,163.34,14928503
2020-04-24,163.13,163.31,160.89,162.64,11203587
2020-04-27,161.88,162,160.41,161.56,9033533
2020-04-28,160.89,160.98,159.16,160.84,10382975
2020-04-29,160.1,161.85,159.76,161.73,12232348
2020-04-30,160.22,160.82,158.13,158.8,13633483
2020-05-01,158,160.45,157.8,159.78,10914334
2020-05-04,160.33,160.95,159.91,160.34,7986191
2020-05-05,160.16,161.1,159.33,161.02,10563066
2020-05-06,158.99,159.81,158.1,158.95,13351959
2020-05-07,159.5,161.96,159.36,161.39,13696493
2020-05-08,161.08,162,160,160.42,12244561
2020-05-11,160.34,160.71,158.89,159.42,11209822
2020-05-12,160.3,160.95,159.72,160.04,10405991
2020-05-13,160.94,161.62,160.54,161.58,10950397
2020-05-14,161.53,163.34,161.51,163.01,17084368
2020-05-15,164.02,164.8,163.08,163.93,13918816
2020-05-18,164.33,164.5,162.41,162.69,14137907
2020-05-19,163.6,164.43,163.04,164.26,8531719
2020-05-20,164.54,164.96,163.89,164.65,10666071
2020-05-21,163.46,163.58,161.37,162.25,11790992
2020-05-22,162.88,163.47,162.74,163.21,8540909
2020-05-26,162.58,162.58,160.69,160.89,13972012
2020-05-27,159.42,161.34,159.2,161.18,13063451
2020-05-28,162.12,162.46,160.9,161.72,9761610
2020-05-29,162.58,163.4,162.32,162.91,12584009
2020-06-01,162.92,163.74,162.39,163.66,8155048
2020-06-02,163.89,164.08,161.86,162.6,10388908
2020-06-03,160.34,160.9,158.82,159.6,17000510
2020-06-04,161.14,161.87,159.84,161.28,10094024
2020-06-05,158.72,158.72,157.03,158.01,16021182
2020-06-08,158.9,159.86,158.47,159.72,9244440
