Date,Open,High,Low,Close,Adj Close,Volume
2021-01-18 04:00:00,7.8106,7.833,7.7,7.7877,7.7877,12785.07248559
2021-01-18 05:00:00,7.7277,7.7657,7.6376,7.6403,7.6403,6150.78700092
2021-01-18 06:00:00,7.6624,7.6852,7.5247,7.6234,7.6234,5597.88368238
2021-01-18 07:00:00,7.5953,7.688,7.4368,7.4368,7.4368,11729.02200009
2021-01-18 08:00:00,7.5487,7.6182,7.4983,7.6035,7.6035,6987.30852571
2021-01-18 09:00:00,7.651,7.6869,7.4849,7.5977,7.5977,11820.7087167
2021-01-18 10:00:00,7.6139,7.6521,7.55,7.61,7.61,4382.76100734
2021-01-18 11:00:00,7.5738,7.5738,7.3817,7.4249,7.4249,5527.71255815
2021-01-18 12:00:00,7.422,7.498,7.3704,7.4963,7.4963,7907.58326087
2021-01-18 13:00:00,7.4759,7.5106,7.4306,7.5099,7.5099,4357.21136538
2021-01-18 14:00:00,7.4444,7.5209,7.4444,7.5209,7.5209,2470.3533827
2021-01-18 15:00:00,7.5454,7.5602,7.4596,7.5487,7.5487,24058.81462607
2021-01-18 16:00:00,7.5856,7.8068,7.5856,7.75,7.75,100611.97568393
2021-01-18 17:00:00,7.75,7.7637,7.6059,7.7538,7.7538,30361.94347159
2021-01-18 18:00:00,7.7875,7.8741,7.786,7.8501,7.8501,71131.96513794
2021-01-18 19:00:00,7.8507,7.8659,7.7027,7.7027,7.7027,91130.1723446
2021-01-18 20:00:00,7.7164,7.7384,7.5108,7.5348,7.5348,6154.83636764
2021-01-18 21:00:00,7.55,7.5861,7.4545,7.5076,7.5076,5931.50804558
2021-01-18 22:00:00,7.5034,7.5992,7.4995,7.5196,7.5196,7674.87424871
2021-01-18 23:00:00,7.5209,7.5441,7.5209,7.5302,7.5302,981.016276
2021-01-19 00:00:00,7.5764,7.5997,7.5529,7.5529,7.5529,514.66752605
2021-01-19 01:00:00,7.5299,7.5973,7.5167,7.5357,7.5357,2577.29267376
2021-01-19 02:00:00,7.5643,7.5997,7.5487,7.5997,7.5997,2094.09995568
2021-01-19 03:00:00,7.589,7.6383,7.5608,7.6081,7.6081,7257.52988726
2021-01-19 04:00:00,7.6154,7.6579,7.584,7.5941,7.5941,2586.33158651
2021-01-19 05:00:00,7.5988,7.6206,7.5247,7.5646,7.5646,9426.16593992
2021-01-19 06:00:00,7.5622,7.5701,7.5536,7.5701,7.5701,205.80547153
2021-01-19 07:00:00,7.5432,7.5451,7.4568,7.4826,7.4826,5116.15008893
2021-01-19 08:00:00,7.5403,7.7548,7.5403,7.6475,7.6475,4605.19520802
2021-01-19 09:00:00,7.6438,7.8972,7.6113,7.7425,7.7425,10862.3973094
2021-01-19 10:00:00,7.7301,7.7348,7.6549,7.6641,7.6641,3051.5094422
2021-01-19 11:00:00,7.7032,7.7128,7.6566,7.6649,7.6649,4037.60588326
2021-01-19 12:00:00,7.6791,7.7212,7.6576,7.6823,7.6823,5028.26592912
2021-01-19 13:00:00,7.6628,7.6628,7.4385,7.4646,7.4646,9999.97354233
2021-01-19 14:00:00,7.5109,7.5487,7.1266,7.28,7.28,14491.25610233
2021-01-19 15:00:00,7.2601,7.348,7.2241,7.3357,7.3357,18258.43435406
2021-01-19 16:00:00,7.3423,7.4306,7.3383,7.4306,7.4306,2623.88425646
2021-01-19 17:00:00,7.3763,7.4198,7.2755,7.2755,7.2755,1691.62170576
2021-01-19 18:00:00,7.2893,7.2893,7.0901,7.0921,7.0921,10309.18807718
2021-01-19 19:00:00,7.09,7.2385,7.0494,7.2348,7.2348,4880.3934735
2021-01-19 20:00:00,7.2498,7.2498,7.1089,7.1716,7.1716,4738.94974891
2021-01-19 21:00:00,7.1447,7.1993,7.0392,7.1993,7.1993,3473.48078884
2021-01-19 22:00:00,7.2011,7.2139,6.9134,6.9134,6.9134,6678.35884007
2021-01-19 23:00:00,6.9147,7.0468,6.8571,7.0052,7.0052,10110.56940465
2021-01-20 00:00:00,7.0031,7.0661,6.9653,7.0642,7.0642,6765.7887629
2021-01-20 01:00:00,7.0702,7.0744,6.9946,7.0025,7.0025,9637.22393595
2021-01-20 02:00:00,7.0701,7.1525,7.0701,7.1177,7.1177,3389.88521106
2021-01-20 03:00:00,7.1488,7.1488,6.9937,7.0319,7.0319,10146.55883849
2021-01-20 04:00:00,7.0022,7.0073,6.7553,6.824,6.824,8385.55994906
2021-01-20 05:00:00,6.807,6.8112,6.6886,6.8046,6.8046,17833.06133937
2021-01-20 06:00:00,6.7829,6.7947,6.5143,6.5875,6.5875,15918.68726701
2021-01-20 07:00:00,6.5803,6.7139,6.4834,6.7092,6.7092,11709.63398143
2021-01-20 08:00:00,6.7031,6.8614,6.6125,6.857,6.857,15022.21266119
2021-01-20 09:00:00,6.8216,6.8691,6.781,6.827,6.827,4154.06059936
2021-01-20 10:00:00,6.8621,6.9144,6.7194,6.7522,6.7522,13812.40277729
2021-01-20 11:00:00,6.6547,6.8888,6.5377,6.8649,6.8649,16188.9378439
2021-01-20 12:00:00,6.8526,6.9057,6.8219,6.8914,6.8914,7290.20560202
2021-01-20 13:00:00,6.886,7.0091,6.8851,7.0091,7.0091,11882.12248521
2021-01-20 14:00:00,7.0328,7.19,6.9791,7.19,7.19,16734.20737468
2021-01-20 15:00:00,7.2011,7.2909,7.1323,7.1604,7.1604,8919.24473906
2021-01-20 16:00:00,7.1843,7.1843,7.0344,7.0904,7.0904,2984.17123016
2021-01-20 17:00:00,7.1262,7.1591,7.1175,7.1535,7.1535,1303.38723915
