Date,Open,High,Low,Close,Adj Close,Volume,Market Cap
2019-09-01,1.10550000,1.11930000,1.07510000,1.11100000,1.11100000,82885.98000000,82885.98000000
2019-09-02,1.10920000,1.14850000,1.08730000,1.14740000,1.14740000,160103.22000000,160103.22000000
2019-09-03,1.14720000,1.16360000,1.11530000,1.14960000,1.14960000,156477.74000000,156477.74000000
2019-09-04,1.14960000,1.15150000,1.10390000,1.12590000,1.12590000,144573.29000000,144573.29000000
2019-09-05,1.12580000,1.14870000,1.08850000,1.11490000,1.11490000,90911.03000000,90911.03000000
2019-09-06,1.11450000,1.11930000,1.03270000,1.04980000,1.04980000,113031.01000000,113031.01000000
2019-09-07,1.04980000,1.08270000,1.04000000,1.06910000,1.06910000,92295.00000000,92295.00000000
2019-09-08,1.07050000,1.07960000,1.04430000,1.06540000,1.06540000,102161.08000000,102161.08000000
2019-09-09,1.06500000,1.11480000,1.03930000,1.06730000,1.06730000,200772.80000000,200772.80000000
2019-09-10,1.07100000,1.08390000,1.02820000,1.04160000,1.04160000,133166.77000000,133166.77000000
2019-09-11,1.03710000,1.05260000,1.01000000,1.01390000,1.01390000,95566.98000000,95566.98000000
2019-09-12,1.02340000,1.04080000,0.99660000,1.02980000,1.02980000,319280.13000000,319280.13000000
2019-09-13,1.02980000,1.04280000,1.00000000,1.03450000,1.03450000,146942.53000000,146942.53000000
2019-09-14,1.02680000,1.03860000,1.00450000,1.02700000,1.02700000,157230.23000000,157230.23000000
2019-09-15,1.02700000,1.08280000,1.02350000,1.07380000,1.07380000,189118.83000000,189118.83000000
2019-09-16,1.07380000,1.09340000,1.02390000,1.05930000,1.05930000,250745.06000000,250745.06000000
2019-09-17,1.05930000,1.11600000,1.03580000,1.10020000,1.10020000,230411.90000000,230411.90000000
2019-09-18,1.10100000,1.25900000,1.10050000,1.15000000,1.15000000,368510.27000000,368510.27000000
2019-09-19,1.15050000,1.15050000,1.03980000,1.07700000,1.07700000,383167.87000000,383167.87000000
2019-09-20,1.07530000,1.08110000,1.02630000,1.04560000,1.04560000,167120.18000000,167120.18000000
2019-09-21,1.04560000,1.05570000,1.01220000,1.01380000,1.01380000,182865.44000000,182865.44000000
2019-09-22,1.01480000,1.10320000,0.97090000,1.10200000,1.10200000,728914.80000000,728914.80000000
2019-09-23,1.10220000,1.21590000,0.99040000,1.00090000,1.00090000,1789751.86000000,1789751.86000000
2019-09-24,1.00100000,1.04210000,0.77810000,0.82600000,0.82600000,637683.25000000,637683.25000000
2019-09-25,0.82990000,0.86990000,0.80610000,0.86120000,0.86120000,318130.25000000,318130.25000000
2019-09-26,0.86130000,0.88790000,0.76740000,0.83180000,0.83180000,344484.64000000,344484.64000000
2019-09-27,0.83180000,0.86240000,0.80410000,0.83920000,0.83920000,176093.59000000,176093.59000000
2019-09-28,0.83920000,0.86000000,0.82760000,0.84550000,0.84550000,237344.24000000,237344.24000000
2019-09-29,0.84160000,0.84500000,0.80560000,0.81530000,0.81530000,94022.38000000,94022.38000000
