Date,Open,High,Low,Close,Adj Close,Volume,Market Cap
2019-09-01,171.52000000,173.42000000,167.61000000,170.74000000,170.74000000,191140.52368000,191140.52368000
2019-09-02,170.73000000,181.00000000,170.02000000,178.05000000,178.05000000,294627.31247000,294627.31247000
2019-09-03,178.00000000,183.00000000,174.09000000,178.75000000,178.75000000,327857.85447000,327857.85447000
2019-09-04,178.79000000,180.14000000,173.00000000,174.72000000,174.72000000,286226.25171000,286226.25171000
2019-09-05,174.70000000,176.19000000,168.10000000,173.75000000,173.75000000,232753.83596000,232753.83596000
2019-09-06,173.74000000,177.87000000,165.00000000,169.08000000,169.08000000,315822.37984000,315822.37984000
2019-09-07,169.11000000,180.80000000,168.30000000,177.62000000,177.62000000,253831.23169000,253831.23169000
2019-09-08,177.58000000,184.18000000,176.13000000,181.19000000,181.19000000,290083.47501000,290083.47501000
2019-09-09,181.18000000,185.38000000,176.01000000,180.54000000,180.54000000,273729.94868000,273729.94868000
2019-09-10,180.52000000,184.36000000,177.00000000,179.81000000,179.81000000,238387.50999000,238387.50999000
2019-09-11,179.87000000,182.80000000,173.00000000,178.28000000,178.28000000,278555.46708000,278555.46708000
2019-09-12,178.30000000,182.38000000,176.62000000,180.72000000,180.72000000,203543.13663000,203543.13663000
2019-09-13,180.71000000,181.38000000,177.54000000,180.95000000,180.95000000,264422.54059000,264422.54059000
2019-09-14,180.96000000,188.79000000,179.75000000,188.13000000,188.13000000,279371.83423000,279371.83423000
2019-09-15,188.14000000,190.45000000,185.76000000,189.03000000,189.03000000,288928.60827000,288928.60827000
2019-09-16,189.05000000,199.44000000,188.30000000,197.22000000,197.22000000,551006.81686000,551006.81686000
2019-09-17,197.23000000,215.13000000,195.74000000,207.84000000,207.84000000,715863.22620000,715863.22620000
2019-09-18,207.85000000,217.27000000,207.66000000,210.21000000,210.21000000,539028.51013000,539028.51013000
2019-09-19,210.27000000,223.94000000,202.30000000,220.24000000,220.24000000,844358.82155000,844358.82155000
2019-09-20,220.26000000,221.54000000,212.05000000,218.03000000,218.03000000,437804.12669000,437804.12669000
2019-09-21,218.01000000,221.50000000,213.20000000,215.05000000,215.05000000,417891.52420000,417891.52420000
2019-09-22,215.04000000,215.61000000,206.10000000,211.20000000,211.20000000,445388.94787000,445388.94787000
2019-09-23,211.20000000,211.68000000,198.65000000,201.29000000,201.29000000,392437.07084000,392437.07084000
2019-09-24,201.25000000,202.98000000,150.03000000,165.81000000,165.81000000,1478218.82714000,1478218.82714000
2019-09-25,165.72000000,174.85000000,161.88000000,169.96000000,169.96000000,879001.46213000,879001.46213000
2019-09-26,169.96000000,171.01000000,152.11000000,165.92000000,165.92000000,779942.17148000,779942.17148000
2019-09-27,165.92000000,176.72000000,161.03000000,173.79000000,173.79000000,634932.96707000,634932.96707000
2019-09-28,173.83000000,175.49000000,168.00000000,173.49000000,173.49000000,521775.46593000,521775.46593000
2019-09-29,173.50000000,174.50000000,164.12000000,169.24000000,169.24000000,410855.12176000,410855.12176000
2019-09-30,169.26000000,181.24000000,165.01000000,180.85000000,180.85000000,580295.39970000,580295.39970000
2019-10-01,180.89000000,185.53000000,173.19000000,175.66000000,175.66000000,609819.60828000,609819.60828000
2019-10-02,175.65000000,181.29000000,173.65000000,180.24000000,180.24000000,348268.11620000,348268.11620000
2019-10-03,180.24000000,180.72000000,169.55000000,174.69000000,174.69000000,354756.78478000,354756.78478000
2019-10-04,174.71000000,178.98000000,170.74000000,175.55000000,175.55000000,333897.63876000,333897.63876000
2019-10-05,175.55000000,176.71000000,172.02000000,176.25000000,176.25000000,278488.61771000,278488.61771000
2019-10-06,176.23000000,177.04000000,167.68000000,170.10000000,170.10000000,314932.39629000,314932.39629000
2019-10-07,170.08000000,182.32000000,168.68000000,179.85000000,179.85000000,496523.48038000,496523.48038000
2019-10-08,179.88000000,184.87000000,177.00000000,180.60000000,180.60000000,400832.37828000,400832.37828000
2019-10-09,180.61000000,195.53000000,178.96000000,192.62000000,192.62000000,562506.82189000,562506.82189000
2019-10-10,192.61000000,194.20000000,186.88000000,191.14000000,191.14000000,436588.58452000,436588.58452000
2019-10-11,191.18000000,196.65000000,179.41000000,180.72000000,180.72000000,621693.63125000,621693.63125000
2019-10-12,180.65000000,184.64000000,177.59000000,179.68000000,179.68000000,290415.22038000,290415.22038000
2019-10-13,179.65000000,184.95000000,178.52000000,180.99000000,180.99000000,247589.23231000,247589.23231000
2019-10-14,180.98000000,187.54000000,180.43000000,186.72000000,186.72000000,279732.84612000,279732.84612000
2019-10-15,186.70000000,188.37000000,175.96000000,180.49000000,180.49000000,405466.38109000,405466.38109000
2019-10-16,180.52000000,181.44000000,171.81000000,174.47000000,174.47000000,347764.93459000,347764.93459000
2019-10-17,174.52000000,178.96000000,172.61000000,177.16000000,177.16000000,298795.81980000,298795.81980000
2019-10-18,177.17000000,177.44000000,168.66000000,172.74000000,172.74000000,319602.48508000,319602.48508000
2019-10-19,172.78000000,174.98000000,169.44000000,171.79000000,171.79000000,296918.73026000,296918.73026000
2019-10-20,171.84000000,176.88000000,169.21000000,175.22000000,175.22000000,299141.07152000,299141.07152000
2019-10-21,175.18000000,177.90000000,171.59000000,173.98000000,173.98000000,270608.51385000,270608.51385000
2019-10-22,174.00000000,175.04000000,170.30000000,171.20000000,171.20000000,255429.41624000,255429.41624000
2019-10-23,171.19000000,171.49000000,153.45000000,162.35000000,162.35000000,746955.09806000,746955.09806000
