Date,Open,High,Low,Close,Adj Close,Volume,Market Cap
2019-09-01,0.00245200,0.00248510,0.00241090,0.00246030,0.00246030,35956148.00000000,35956148.00000000
2019-09-02,0.00246350,0.00261670,0.00243770,0.00258820,0.00258820,53572010.00000000,53572010.00000000
2019-09-03,0.00259100,0.00260540,0.00253130,0.00255930,0.00255930,64679806.00000000,64679806.00000000
2019-09-04,0.00256470,0.00257110,0.00250000,0.00250970,0.00250970,32789886.00000000,32789886.00000000
2019-09-05,0.00252210,0.00252210,0.00245890,0.00249090,0.00249090,44318276.00000000,44318276.00000000
2019-09-06,0.00248970,0.00250540,0.00240000,0.00247000,0.00247000,81836503.00000000,81836503.00000000
2019-09-07,0.00245040,0.00250700,0.00240290,0.00245420,0.00245420,79415288.00000000,79415288.00000000
2019-09-08,0.00246500,0.00253060,0.00240000,0.00245850,0.00245850,89538969.00000000,89538969.00000000
2019-09-09,0.00244530,0.00246920,0.00240000,0.00243510,0.00243510,61000344.00000000,61000344.00000000
2019-09-10,0.00243510,0.00246120,0.00238490,0.00241850,0.00241850,33219768.00000000,33219768.00000000
2019-09-11,0.00241930,0.00243860,0.00236010,0.00238920,0.00238920,52887165.00000000,52887165.00000000
2019-09-12,0.00239120,0.00243100,0.00232650,0.00239280,0.00239280,48542765.00000000,48542765.00000000
2019-09-13,0.00239060,0.00241280,0.00236000,0.00239900,0.00239900,35317492.00000000,35317492.00000000
2019-09-14,0.00240890,0.00243700,0.00237010,0.00241920,0.00241920,33725888.00000000,33725888.00000000
2019-09-15,0.00242330,0.00248510,0.00239000,0.00242600,0.00242600,68647235.00000000,68647235.00000000
2019-09-16,0.00242490,0.00247650,0.00239780,0.00243090,0.00243090,53894420.00000000,53894420.00000000
2019-09-17,0.00243160,0.00262000,0.00241000,0.00259400,0.00259400,135069011.00000000,135069011.00000000
2019-09-18,0.00259720,0.00281030,0.00255270,0.00270150,0.00270150,344364326.00000000,344364326.00000000
2019-09-19,0.00270280,0.00273220,0.00254000,0.00270830,0.00270830,161540615.00000000,161540615.00000000
2019-09-20,0.00270620,0.00270620,0.00261470,0.00264970,0.00264970,70347331.00000000,70347331.00000000
2019-09-21,0.00264970,0.00266190,0.00253900,0.00257720,0.00257720,76693753.00000000,76693753.00000000
2019-09-22,0.00257000,0.00259900,0.00251730,0.00256200,0.00256200,92043003.00000000,92043003.00000000
2019-09-23,0.00256970,0.00257190,0.00244740,0.00244740,0.00244740,76897524.00000000,76897524.00000000
2019-09-24,0.00244740,0.00247310,0.00193170,0.00219000,0.00219000,155910476.00000000,155910476.00000000
2019-09-25,0.00218930,0.00222410,0.00206650,0.00217570,0.00217570,110825983.00000000,110825983.00000000
2019-09-26,0.00216930,0.00223750,0.00201850,0.00213960,0.00213960,204393624.00000000,204393624.00000000
2019-09-27,0.00213480,0.00219900,0.00209850,0.00217230,0.00217230,88331166.00000000,88331166.00000000
2019-09-28,0.00217600,0.00223200,0.00214010,0.00219740,0.00219740,75661286.00000000,75661286.00000000
2019-09-29,0.00220330,0.00223990,0.00212350,0.00218540,0.00218540,79511131.00000000,79511131.00000000
2019-09-30,0.00220300,0.00247330,0.00212640,0.00237470,0.00237470,263988602.00000000,263988602.00000000
