Date,Open,High,Low,Close,Adj Close,Volume
2021-01-28 15:00:00,0.29983,0.30745,0.2915,0.29642,0.29642,37094.82450898
2021-01-28 15:30:00,0.29642,0.30394,0.29539,0.29794,0.29794,13363.87195757
2021-01-28 16:00:00,0.29882,0.29953,0.29202,0.29349,0.29349,21575.18089622
2021-01-28 16:30:00,0.29338,0.2974,0.29201,0.29377,0.29377,5573.48683821
2021-01-28 17:00:00,0.29302,0.29616,0.29197,0.29616,0.29616,18129.42397183
2021-01-28 17:30:00,0.29616,0.29616,0.28936,0.29246,0.29246,22772.98478928
2021-01-28 18:00:00,0.29411,0.29788,0.29213,0.29788,0.29788,20015.24323499
2021-01-28 18:30:00,0.29815,0.29872,0.2873,0.29643,0.29643,4430.39504944
2021-01-28 19:00:00,0.2923,0.30036,0.2873,0.2985,0.2985,9827.3129647
2021-01-28 19:30:00,0.299,0.30294,0.28731,0.29515,0.29515,11089.61226069
2021-01-28 20:00:00,0.29437,0.29865,0.2937,0.29865,0.29865,4560.4753119
2021-01-28 20:30:00,0.29769,0.29769,0.2964,0.2964,0.2964,1935.29146897
2021-01-28 21:00:00,0.2964,0.2965,0.29229,0.29229,0.29229,4506.17108904
2021-01-28 21:30:00,0.29457,0.29548,0.28936,0.29548,0.29548,2495.49640677
2021-01-28 22:00:00,0.29544,0.29616,0.29224,0.29286,0.29286,4905.01319419
2021-01-28 22:30:00,0.29286,0.29286,0.29286,0.29286,0.29286,0.0
2021-01-28 23:00:00,0.29286,0.29286,0.29286,0.29286,0.29286,0.0
2021-01-28 23:30:00,0.28935,0.28935,0.2873,0.2873,0.2873,2084.65738863
2021-01-29 00:00:00,0.28925,0.28925,0.28925,0.28925,0.28925,48.3871
2021-01-29 00:30:00,0.29284,0.29285,0.28524,0.28525,0.28525,36172.36697539
2021-01-29 01:00:00,0.28524,0.28524,0.21,0.27559,0.27559,377585.5538641
2021-01-29 01:30:00,0.27559,0.29026,0.27265,0.29026,0.29026,3977.31926785
2021-01-29 02:00:00,0.286,0.286,0.27266,0.27539,0.27539,22548.86038187
2021-01-29 02:30:00,0.27895,0.29244,0.27285,0.28904,0.28904,13759.17851698
2021-01-29 03:00:00,0.29253,0.3,0.28803,0.3,0.3,28704.68788517
2021-01-29 03:30:00,0.30052,0.305,0.29229,0.29403,0.29403,33675.97804712
2021-01-29 04:00:00,0.29494,0.30192,0.29246,0.29246,0.29246,22971.54334118
2021-01-29 04:30:00,0.295,0.295,0.29259,0.29259,0.29259,1217.94505996
2021-01-29 05:00:00,0.295,0.30034,0.295,0.29505,0.29505,8166.39786121
2021-01-29 05:30:00,0.29878,0.30647,0.29807,0.30204,0.30204,22305.79335192
2021-01-29 06:00:00,0.302,0.30727,0.29575,0.302,0.302,8704.01953952
2021-01-29 06:30:00,0.30302,0.30494,0.30027,0.30415,0.30415,7488.32576246
2021-01-29 07:00:00,0.30019,0.30572,0.30019,0.30246,0.30246,24483.24334759
2021-01-29 07:30:00,0.3043,0.3075,0.30108,0.30206,0.30206,17969.70666494
2021-01-29 08:00:00,0.30785,0.30812,0.30408,0.30706,0.30706,8982.13544759
2021-01-29 08:30:00,0.30425,0.30425,0.30425,0.30425,0.30425,999.9995065
2021-01-29 09:00:00,0.30425,0.30425,0.30425,0.30425,0.30425,0.0
2021-01-29 09:30:00,0.30425,0.30425,0.30425,0.30425,0.30425,0.0
2021-01-29 10:00:00,0.30425,0.30425,0.30425,0.30425,0.30425,0.0
2021-01-29 10:30:00,0.30425,0.30425,0.30425,0.30425,0.30425,0.0
2021-01-29 11:00:00,0.30425,0.30425,0.30425,0.30425,0.30425,0.0
2021-01-29 11:30:00,0.302,0.302,0.27789,0.29026,0.29026,4608.33528295
2021-01-29 12:00:00,0.28935,0.29592,0.28379,0.28449,0.28449,7978.63651483
2021-01-29 12:30:00,0.28935,0.29322,0.27825,0.29004,0.29004,4119.3071991
2021-01-29 13:00:00,0.29003,0.2931,0.286,0.286,0.286,4332.33330624
2021-01-29 13:30:00,0.286,0.286,0.27256,0.281,0.281,20850.40407815
