Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,63.849998,64.419998,63.470001,64.400002,54.814575,1687600
2016-01-05,64.440002,65.169998,63.580002,64.910004,55.248680,1516600
2016-01-06,64.449997,65.470001,64.199997,65.220001,55.512539,1681100
2016-01-07,64.540001,65.959999,64.500000,65.720001,55.938110,3372900
2016-01-08,65.820000,66.800003,65.720001,66.430000,56.542435,5463900
2016-01-11,66.589996,67.449997,66.169998,66.309998,56.440296,4280400
2016-01-12,66.349998,66.690002,65.110001,65.500000,55.750858,3140100
2016-01-13,65.680000,66.989998,65.589996,66.680000,56.755226,3214900
2016-01-14,66.559998,67.989998,66.080002,67.620003,57.555305,3882800
2016-01-15,66.510002,67.870003,66.500000,67.680000,57.606373,3838600
2016-01-19,68.000000,69.260002,67.650002,69.070000,58.789478,3372100
2016-01-20,68.660004,69.050003,67.730003,68.250000,58.091537,3398500
2016-01-21,68.250000,68.980003,66.199997,67.690002,57.614887,4585700
2016-01-22,68.220001,68.320000,66.669998,67.970001,57.853214,3143700
2016-01-25,68.169998,68.230003,67.480003,67.809998,57.717037,2131300
2016-01-26,67.919998,69.139999,67.669998,67.989998,57.870243,2111600
2016-01-27,67.870003,68.639999,67.480003,68.330002,58.159637,1604000
2016-01-28,68.239998,69.629997,67.650002,69.150002,58.857582,1423400
2016-01-29,69.699997,70.199997,69.209999,69.389999,59.061863,3791200
2016-02-01,69.410004,70.809998,69.080002,70.419998,59.938557,2574500
2016-02-02,70.160004,71.220001,69.879997,71.120003,60.534382,1720700
2016-02-03,71.260002,72.309998,71.220001,71.669998,61.002487,1955500
2016-02-04,71.430000,71.849998,70.730003,71.529999,60.883343,1751200
2016-02-05,71.209999,72.239998,70.139999,72.040001,61.317436,2529300
2016-02-08,72.139999,73.150002,71.970001,73.080002,62.202637,2855600
2016-02-09,73.120003,73.900002,72.720001,73.610001,62.653763,2597300
2016-02-10,73.489998,73.699997,71.940002,73.389999,62.466488,2016200
2016-02-11,73.389999,73.680000,72.080002,72.150002,61.411053,2489200
2016-02-12,71.809998,72.000000,69.750000,70.720001,60.758110,3244200
2016-02-16,70.910004,71.080002,69.930000,70.970001,60.972897,2660100
2016-02-17,70.410004,70.720001,69.339996,69.970001,60.113770,3257400
2016-02-18,70.029999,71.980003,69.849998,71.309998,61.265003,2799200
2016-02-19,71.000000,71.610001,69.680000,70.870003,60.886974,3049500
2016-02-22,71.000000,71.680000,70.320000,71.580002,61.496967,1801900
2016-02-23,71.580002,72.309998,71.070000,72.050003,61.900776,1789600
2016-02-24,71.769997,72.400002,71.190002,71.570000,61.488369,1829800
2016-02-25,71.669998,72.489998,71.430000,72.449997,62.244431,1413400
2016-02-26,71.849998,72.330002,70.169998,70.349998,60.440231,2195200
2016-02-29,70.190002,70.730003,70.010002,70.010002,60.148125,2643600
2016-03-01,70.360001,70.830002,69.400002,69.779999,59.950523,2445000
2016-03-02,69.779999,70.550003,68.440002,70.300003,60.397285,2519000
2016-03-03,70.510002,70.629997,69.300003,70.629997,60.680809,2054900
2016-03-04,70.250000,71.470001,69.959999,71.389999,61.333729,1667300
2016-03-07,71.309998,71.760002,70.980003,71.690002,61.591473,1335100
2016-03-08,71.639999,72.949997,71.349998,72.879997,62.613850,1819500
2016-03-09,72.610001,73.690002,72.610001,72.730003,62.484982,2103400
2016-03-10,73.010002,73.449997,72.419998,73.059998,62.768490,1297800
2016-03-11,73.239998,73.750000,72.989998,73.269997,62.948898,1286800
2016-03-14,73.139999,73.699997,72.809998,73.470001,63.120739,1320900
2016-03-15,73.650002,74.110001,73.480003,73.900002,63.490170,1706200
2016-03-16,74.010002,74.529999,72.559998,74.440002,63.954113,2001200
2016-03-17,74.480003,75.599998,74.169998,75.480003,64.847603,2440300
2016-03-18,75.720001,76.129997,74.860001,75.250000,64.650002,4544300
2016-03-21,74.860001,75.370003,74.120003,74.750000,64.220444,1512300
2016-03-22,75.099998,75.400002,74.459999,74.559998,64.057175,1594700
2016-03-23,74.730003,75.860001,74.209999,75.349998,64.735916,1643700
2016-03-24,75.309998,75.919998,75.059998,75.559998,64.916336,1229100
2016-03-28,75.559998,76.239998,75.209999,75.550003,64.907753,1370600
2016-03-29,75.559998,76.699997,75.410004,76.639999,65.844215,1474200
2016-03-30,76.570000,76.970001,76.059998,76.480003,65.706757,1330100
2016-03-31,76.550003,77.019997,76.070000,76.620003,65.827026,2722400
2016-04-01,76.610001,77.230003,76.129997,76.989998,66.144905,1804100
2016-04-04,77.000000,77.160004,76.089996,76.870003,66.041794,1381500
2016-04-05,76.790001,76.940002,75.610001,75.730003,65.062393,2972600
2016-04-06,75.570000,75.650002,74.949997,75.410004,64.787460,1614400
2016-04-07,75.309998,76.279999,75.279999,75.970001,65.268570,1534900
2016-04-08,76.160004,76.680000,75.949997,76.040001,65.328712,1011200
2016-04-11,76.070000,76.529999,75.480003,75.580002,64.933510,1025900
2016-04-12,75.510002,76.110001,75.260002,76.050003,65.337311,1312500
2016-04-13,76.010002,76.010002,74.709999,75.250000,64.650002,1587000
2016-04-14,75.120003,75.449997,74.860001,75.279999,64.675766,1313200
2016-04-15,75.309998,75.970001,75.139999,75.849998,65.165482,1157900
2016-04-18,75.849998,75.849998,74.730003,75.769997,65.096741,1564100
2016-04-19,75.709999,76.029999,75.139999,76.010002,65.302963,1433600
2016-04-20,75.930000,76.099998,73.269997,73.459999,63.112144,2182700
2016-04-21,73.269997,73.629997,70.730003,71.099998,61.084579,3751300
2016-04-22,71.430000,71.970001,71.190002,71.580002,61.496967,1677200
2016-04-25,71.459999,72.389999,71.309998,72.250000,62.072590,1713300
2016-04-26,72.260002,72.639999,71.949997,72.040001,61.892178,1606100
2016-04-27,72.320000,73.750000,72.209999,73.519997,63.163692,1727700
2016-04-28,73.089996,74.260002,72.720001,74.260002,63.799450,1695200
2016-04-29,73.830002,74.629997,73.110001,74.599998,64.091568,1998600
2016-05-02,74.660004,75.750000,74.370003,75.400002,64.778870,1687500
2016-05-03,75.470001,75.900002,74.930000,75.220001,64.624237,1574600
2016-05-04,75.110001,76.650002,75.050003,76.230003,65.491966,1609100
2016-05-05,75.949997,76.760002,75.110001,75.580002,64.933510,2006100
2016-05-06,75.419998,75.430000,72.860001,74.160004,63.713543,3679700
2016-05-09,74.300003,74.820000,73.760002,74.349998,63.876778,1908200
2016-05-10,73.260002,74.750000,73.160004,73.809998,63.412849,4320800
2016-05-11,73.699997,74.800003,73.370003,74.430000,63.945507,9233600
2016-05-12,74.500000,75.220001,73.790001,74.959999,64.400848,3060800
2016-05-13,74.919998,75.120003,74.370003,74.620003,64.108749,1900300
2016-05-16,73.769997,74.019997,73.050003,74.010002,64.160774,1887800
2016-05-17,73.790001,73.900002,71.839996,72.279999,62.660988,2798000
2016-05-18,71.989998,72.599998,70.830002,71.139999,61.672699,3047200
2016-05-19,71.089996,71.860001,70.309998,71.830002,62.270882,2109600
2016-05-20,72.070000,72.230003,71.370003,72.160004,62.556965,2172000
2016-05-23,72.339996,72.400002,71.629997,71.699997,62.158192,1600600
2016-05-24,71.750000,72.300003,71.540001,72.139999,62.539623,1526700
2016-05-25,71.970001,72.050003,71.400002,71.790001,62.236198,1740000
2016-05-26,71.870003,72.830002,71.860001,72.730003,63.051102,1144400
2016-05-27,72.930000,73.099998,72.309998,72.739998,63.059765,1131200
2016-05-31,72.459999,73.400002,72.309998,73.260002,63.510571,2849500
2016-06-01,73.290001,73.680000,73.099998,73.650002,63.848675,1736900
2016-06-02,73.559998,73.739998,72.940002,73.639999,63.840000,1691300
2016-06-03,74.220001,75.730003,74.220001,75.349998,65.322426,2244900
2016-06-06,75.160004,75.550003,74.589996,75.040001,65.053696,1879200
2016-06-07,75.070000,75.410004,74.470001,74.650002,64.715584,1690000
2016-06-08,74.650002,75.470001,74.550003,75.400002,65.365791,1215800
2016-06-09,75.410004,76.669998,75.410004,76.540001,66.354088,1585900
2016-06-10,76.580002,77.290001,76.480003,77.139999,66.874229,2902500
2016-06-13,77.139999,77.540001,76.790001,77.220001,66.943581,2285500
2016-06-14,77.190002,78.250000,76.779999,78.250000,67.836502,2396600
2016-06-15,78.250000,78.400002,76.980003,77.309998,67.021599,2117700
2016-06-16,77.389999,78.330002,77.320000,77.949997,67.576431,2442300
2016-06-17,77.860001,78.080002,76.970001,77.839996,67.481071,3858000
2016-06-20,77.949997,77.970001,76.370003,77.160004,66.891563,2107500
2016-06-21,77.370003,77.529999,76.839996,77.169998,66.900238,1364600
2016-06-22,77.260002,77.410004,76.910004,77.160004,66.891563,1281500
2016-06-23,77.110001,77.110001,76.300003,76.860001,66.631485,1574000
2016-06-24,76.820000,78.870003,76.529999,78.410004,67.975212,4230800
2016-06-27,78.470001,80.080002,78.239998,79.730003,69.119553,3556000
2016-06-28,79.550003,79.580002,78.309998,79.199997,68.660088,2514000
2016-06-29,79.220001,79.660004,78.559998,79.070000,68.547379,1882800
2016-06-30,79.180000,80.440002,78.910004,80.440002,69.735062,2222100
2016-07-01,80.809998,80.980003,79.440002,80.510002,69.795731,1573800
2016-07-05,80.720001,81.879997,80.510002,81.669998,70.801376,2148300
2016-07-06,81.220001,81.639999,80.529999,81.550003,70.697334,1783700
2016-07-07,81.269997,81.349998,79.720001,79.989998,69.344940,2367100
2016-07-08,79.750000,80.419998,79.050003,80.379997,69.683037,2334600
2016-07-11,79.930000,80.480003,79.089996,80.199997,69.527000,2440500
2016-07-12,79.660004,79.860001,78.730003,78.769997,68.287292,2406200
2016-07-13,79.150002,79.559998,78.800003,79.419998,68.850807,2069600
2016-07-14,78.779999,79.260002,78.620003,79.120003,68.590721,1660800
2016-07-15,79.139999,79.519997,78.599998,79.150002,68.616722,1753300
2016-07-18,79.440002,79.680000,78.870003,79.059998,68.538696,1578100
2016-07-19,79.089996,79.330002,78.669998,79.110001,68.582054,999300
2016-07-20,79.110001,79.269997,78.470001,78.910004,68.408684,1576200
2016-07-21,78.910004,79.889999,78.339996,79.889999,69.258240,1921600
2016-07-22,79.790001,81.269997,79.790001,81.180000,70.376564,1866400
2016-07-25,81.160004,81.269997,80.620003,81.190002,70.385254,1290000
2016-07-26,81.199997,81.199997,80.040001,80.449997,69.743729,1255000
2016-07-27,80.250000,80.320000,78.309998,79.430000,68.859467,2809500
2016-07-28,79.430000,80.059998,79.120003,79.879997,69.249588,922500
2016-07-29,79.779999,80.849998,79.550003,80.080002,69.422966,2338500
2016-08-01,79.709999,80.610001,79.680000,80.459999,69.752403,1364100
2016-08-02,80.190002,80.410004,79.639999,80.120003,69.457649,1121500
2016-08-03,80.040001,80.190002,78.550003,78.900002,68.399994,1589600
2016-08-04,79.029999,79.400002,78.529999,78.790001,68.304657,1360500
2016-08-05,78.449997,78.639999,77.660004,77.750000,67.403030,1965600
2016-08-08,77.830002,78.370003,77.430000,77.650002,67.316353,1363900
2016-08-09,77.769997,78.320000,77.400002,78.089996,67.697784,1429100
2016-08-10,78.320000,78.489998,77.980003,78.239998,67.827820,1376500
2016-08-11,78.089996,78.419998,77.849998,78.389999,67.957863,1427700
2016-08-12,78.730003,79.019997,78.419998,78.790001,68.304657,1819500
2016-08-15,78.000000,78.269997,76.089996,76.239998,66.660858,3167700
2016-08-16,76.059998,76.110001,75.080002,75.080002,65.646622,2199300
2016-08-17,75.000000,76.449997,74.089996,76.379997,66.783257,2404900
2016-08-18,76.169998,77.510002,76.169998,77.379997,67.657600,2718600
2016-08-19,77.040001,77.080002,75.930000,76.500000,66.888199,1860600
2016-08-22,76.769997,77.139999,76.470001,76.750000,67.106766,931100
2016-08-23,76.690002,77.190002,76.459999,76.459999,66.853203,814900
2016-08-24,76.230003,76.500000,75.629997,76.320000,66.730804,1290700
2016-08-25,76.400002,76.889999,76.129997,76.449997,66.844452,1221900
2016-08-26,76.500000,76.930000,74.690002,74.769997,65.375549,1126800
2016-08-29,75.110001,75.660004,74.870003,75.250000,65.795242,1857400
2016-08-30,75.070000,75.570000,74.559998,74.599998,65.226906,1218400
2016-08-31,74.680000,75.279999,74.309998,75.250000,65.795242,2252000
2016-09-01,75.150002,75.250000,74.709999,74.879997,65.471725,1023600
